address,symbol,name,decimals,total_supply,block_number
0xbe8183612f145986a41ad8e8fcfefed1c2f9deba,MBUD,Moon Bud,9,943172444194578205,
0x74fa517715c4ec65ef01d55ad5335f90dce7cc87,Cake-LP,Pancake LPs,18,89485867189458111606350,
0x12e34cdf6a031a10fe241864c32fb03a4fdad739,FREE,FREE coin BSC,18,9999999996588000000000000000000,
0xba8a6ef5f15ed18e7184f44a775060a6bf91d8d0,SHAKE,SHAKE token by SpaceSwap v2,18,195000000000000000000,
0x6fc015dc3283369125cc31907eef990b8f67a7a1,MCF,Moon Chain,0,859999999996000000,
0x7bb89460599dbf32ee3aa50798bbceae2a5f7f6a,Cake-LP,Pancake LPs,18,228158407958734455495805,
0x0e690ee6fcc26bc09fed2d2287268c23d4a81e42,SHILD,Shield Network,18,1000000000000000000000000000000,
0x009cf7bc57584b7998236eff51b98a168dcea9b0,SYRUP,SyrupBar Token,18,210494460306333376126716423,
0x9a319b959e33369c5eaa494a770117ee3e585318,HYFI,HYFI,18,63835477077409694332158552,
0x5486a0371c25c213c2c46a29f2a5a82c8190d97b,fUSDT,fTether USD,18,5341612907776868052573528,
0x97300a4f628701672096460b5469c41a8d3ecb1a,1TRC,1Tronic Network,18,21000000000000000000000000,
0xf581a06ac3735e4d0cb90b6adcb4ff2b8c7f1b74,DMYTE,DynamiteToken,9,100000000000000000000,
0x9c9d4302a1a550b446401e56000f76bc761c3a33,GLASS,OurGlass,9,1000000000000000000000000,
0xf09b7b6ba6dab7cccc3ae477a174b164c39f4c66,MOONPIRATE,Moonpirate,9,100000000000000000000000000,
0x0ed7e52944161450477ee417de9cd3a859b14fd0,Cake-LP,Pancake LPs,18,4922434399078030173328532,
0xef2ec90e0b8d4cdfdb090989ea1bc663f0d680bf,ORFANO,Orfano,9,1000000000000000000000000,
0xdbaaa36b347d56b77ce0e36f050fceebbf9fbc38,SPE,SavePlanetEarth,9,1000000000000000000000000,
0xa1928c0d8f83c0bfb7ebe51b412b1fd29a277893,SAT,Satisfi Token,18,342792892179364554702478,
0xdd2ff3ce93c7161e5eb5c8f5d3163a8c49b70659,DARKMOON,DarkMoon,9,1000000000000000000000000,
0xb6eb654fbdc697edd73174a19b074bc67c00a0c0,acsCake,ACryptoS PancakeSwap Token,18,440259761939433031891753,
0x86bbc9838c3370e0fd570b4ee8087f5aca299977,BB,BlackBerry Token,0,100000000000000,
0x7e5d52c3335c91af0da392bea4bb9e43f2aba62c,Sheesh,Sheesh it is bussin bussin,18,420420696000000000000000000,
0x2d69c55baecefc6ec815239da0a985747b50db6e,TFF,Tutti Frutti,18,949500176230311618096249575,
0x60ea5168f2cd89a698596a0cab79e9869ec9f21b,FULLSUN,FullSun https://t.me/FullSunBSC,9,25000000000000000,
0x3ad9594151886ce8538c1ff615efa2385a8c3a88,SAFEMARS,SafeMars,9,1000000000000000000000000,
0x68590a47578e5060a29fd99654f4556dbfa05d10,SMRAT,Secured MoonRat Token,9,1000000000000000000000000,
0xa081c40cd24fd2f1bd378eced937a009bf5f358f,ELPH,Elephants.Finance,9,1000000000000000000000,
0x6d949f9297a522c0f97c232cc209a67bd7cfa471,MRAT,Moon Rat Token,9,1000000000000000000000000,
0xf0a0913ba2b173c1fbca1c1b2fcfc0e3678f66a9,BFIC,BFIcoin,8,510010000000000,
0x0924aded71558cc815e471dda62584664158c7f3,JACK,CACTU$ JACK,18,21261591862000000077000000,
0xf369077bf442fc9dbfd0cc80159c3d507e359654,KETCH,Ketchup Token,18,2137995346728441737969111,
0x812ff2420ec87eb40da80a596f14756acf98dacc,HUNGRY,HUNGRY BEAR,8,86624345829126124589473,
0x7979f6c54eba05e18ded44c4f986f49a5de551c2,KEBAB,Kebab Token,18,3899931154771685914323325,
0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,LINK,ChainLink Token,18,8500000000000000000000000,
0x650b940a1033b8a1b1873f78730fcfc73ec11f1f,vLINK,Venus LINK,8,8571679884548873,
0x111111111117dc0aa78b770fa6a738034120c302,1INCH,1INCH Token,18,24999999999999999999999999,
0xcfefa64b0ddd611b125157c41cd3827f2e8e8615,KPAD,KickPad,18,203768315000000000000000000,
0x47b80b600d5e4d2a6c2e1bda0e2d460ef6689850,AUT,AutCoin,9,1000000000000000000000000,
0x1ff2a2c2deadb17b6ba9949393d1406f4c61bfc9,VCEGG,VANCAT Egg Token,0,10000000,
0x23481f4d3ac4642d2f45d014a514b45b0338b927,ULK,Ulink Finance,0,156953087406668433326571213166380800,
0x161afe47561cfcf9603ef67c44de95114e78d33f,acsLINK,ACryptoS ChainLink Token,18,178037577110102175264034,
0x5e74094cd416f55179dbd0e45b1a8ed030e396a1,PLT,Pancake Lottery Ticket,,2177207,
0x375483cfa7fc18f6b455e005d835a8335fbdbb1f,ECP,Eclipse,9,1000000000000000000000000,
0xa6d4ed4cd70a1d4324cae0cce1d1295ac24451b7,SafeJesus,SafeJesus,9,5000000000000000000,
0xa527a61703d82139f8a06bc30097cc9caa2df5a6,Cake-LP,Pancake LPs,18,40330928475022311999308,
0x9730c791743300e9f984c9264395ce705a55da7c,Cake-LP,Pancake LPs,18,678008565297325155124573,
0x7c63f96feafacd84e75a594c00fac3693386fbf0,ASS,Australian Shepherd Token,9,10000000000000000000000000,
0x6f769e65c14ebd1f68817f5f1dcdb61cfa2d6f7e,ARPA,ARPA Token,18,130000000000000000000000000,
0x87c182edb12f74d561519ab586205fe6cd75363a,Cake-LP,Pancake LPs,18,215057046351951786687389,
0x787732f27d18495494cea3792ed7946bbcff8db2,MASH,MarshmallowDeFi Token,18,1196012634313572761699811,
0xb27adaffb9fea1801459a1a81b17218288c097cc,POOCOIN,PooCoin,8,579451083162955,
0xa184088a740c695e156f91f5cc086a06bb78b827,AUTO,AUTOv2,18,39899269385227933410924,
0xb3225ac90b741f762beca76dea1ead278ef26a96,LOF,LonelyFans,9,1000000000000000000000000,
0x0c5da0f07962dd0256c079248633f2b43cad6f62,Cake-LP,Pancake LPs,18,280477014251379388,
0x42f6f551ae042cbe50c739158b4f0cac0edb9096,NRV,Nerve,18,71320044533048950052644226,
0x47bead2563dcbf3bf2c9407fea4dc236faba485a,SXP,Swipe,18,289714926000000000000000000,
0xe482249cd295c0d1e9d2baaee71e66de21024c68,Cake-LP,Pancake LPs,18,138272065521171308460469,
0xdcd289ecf644bec54393ba6ce8db35e9b5ff75e7,FLUNAR,FairLunar,9,1000000000000000000000000,
0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0,vSXP,Venus SXP,8,376686450866342427,
0x430290c7250affe0cb87442907f7edffff98c2c2,GBERN,BernCoin,0,10000000000,
0x182c763a4b2fbd18c9b5f2d18102a0ddd9d5df26,HOGL,HOGL Finance,18,1000000000000000000000000000000,
0x81919f10a6a830a415352cd20d28d2bfccee8baa,Cake-LP,Pancake LPs,18,4228865468524786468924,
0x7bb362962f2a4e2089466c79566572b37cfc5d78,BAFE,Bafe.io,9,1000000000000000000000000,
0xe4ae305ebe1abe663f261bc00534067c80ad677c,SPARTA,SPARTAN PROTOCOL TOKEN,18,47927284430375491616176582,
0x6158b3435dc3bc54a19a32da2a2ed22aec3bef3e,bShiba,bscShiba,9,1000000000000000000000000,
0xa042d20abe198e516d885da52a633b6d44f339b9,MUST,MustangToken,9,1000000000000000000000000,
0x7f4c9aa2000bd06272ca2355f6ae45b3ecead887,blsBDO,bLending sBDO,8,3957699204147,
0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,VAI,VAI Stablecoin,18,121030410206688367093433434,
0x2403562a513cfe47e2e273c08019a5b17ad57c04,POOPDOLLAR,POOPDOLLAR,18,42469386000000000000000000,
0x1f82a9b541fe4c322b5cd81dcb066620d57de35c,DONK,Donkey King,9,1000000000000000000000000,
0x81c9b6d72d6196cfb8a8f4605cea554a05ea30ec,OCTO,OctoSwap,0,1000000000000000000000000,
0xe4ca1f75eca6214393fce1c1b316c237664eaa8e,ORN,Orion Protocol,8,100000000000000,
0x3504de9e61fdff2fc70f5cc8a6d1ee493434c1aa,TeslaSafe,TeslaSafe,9,1000000000000000000000000,
0xc12fb1d204f7eaed4fba2a4754937f93b05a5b13,SENORCHANG,SenorChang,9,1000000000000000000000000,
0x36c0556c2b15aed79f842675ff030782738ef9e8,BLUE,BlueToken,18,398323254721117207794744,
0x07af67b392b7a202fad8e0fbc64c34f33102165b,AQUAGOAT,Aquagoat,9,100000000000000000000000000,
0x4e8a9d0bf525d78fd9e0c88710099f227f6924cf,LUNAR,LunarHighway,9,1000000000000000000000000,
0xdc9a574b9b341d4a98ce29005b614e1e27430e74,Cake-LP,Pancake LPs,18,277041175698143550157526,
0xef4f66506aaaeeff6d10775ad6f994105d8f11b4,NEF,Nef,18,61581450869835352569185,
0x3c59e87e1a34c4cccbcefeba01e72307fb77c1ec,DOGO ,DOGO COIN,18,1000000000000000000000000000000000,
0xa1efce38cb265af369e891bc3026d0285545d4e5,SAFETESLA,SafeTesla,9,1000000000000000000000000,
0x3a6f79cecfa4fafbe7514d4d5fa85d3665939e89,PURPLE,Purple,18,1090746416186723394382053,
0x76693053e7047517ad823572d6b3b112fa4c24d8,EDOGE,Elons Doge,9,10000000000000000000000000000000,
0x05b339b0a346bf01f851dde47a5d485c34fe220c,NAUT,Astronaut,8,718080889165439,
0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,Venus,18,30000000000000000000000000,
0x151b1e2635a717bcdc836ecd6fbb62b674fe3e1d,vXVS,Venus XVS,8,19976915948974025,
0x670de9f45561a2d02f283248f65cbd26ead861c8,U92,Uranium U92,18,622622138625989817026551,
0x28d2e3bb1ec54a6ee8b3bee612f03a85d3ec0c0c,U235,Uranium share token U235,18,128197135056054599349324,
0x42539f50c5f8a0c929e7895eb265391f58b22a19,PSWAP,PorkSwap.finance,18,1000000000000000000000000,
0xfa90d5d5ff08d9a06c9fdf89b4b22217b9dbc418,NIU,Niubi Token,18,19936627194596305013628160,
0x1ce5bf823caa2eb0dc1ae452c27c14934c8c82a8,Cake-LP,Pancake LPs,18,3135337864984741375569,
0x52e22d2480bc39f4ab13d4788014aec3195bbcf7,SafeBankToken,SafeBank DIGITAL,18,1000000000000000000000000000000000,
0xac51066d7bec65dc4589368da368b212745d63e8,ALICE,ALICE,6,8000000000000,
0xd3a3a69c575d81ce8e7cf1298ce760055a5669c1,BNFY,B Non-Fungible Yearn,18,100000000000000000000000,
0x9001ee054f1692fef3a48330cb543b6fec6287eb,STEEL,IRON Share V2,18,47666574086087757423150740,
0x7083609fce4d1d8dc0c979aab8c869ea2c873402,DOT,Polkadot Token,18,10999999999998596681939293,
0x7869044d36ea75975b793ca4312608cc3817895b,SENSI,Sensible.Finance,9,238513155067900089318144,
0x1610bc33319e9398de5f57b33a5b184c806ad217,vDOT,Venus DOT,8,9995451647036863,
0xc0eff7749b125444953ef89682201fb8c6a917cd,HZN,Horizon Protocol,18,100000000000000000000000000,
0x71f3ed37567e013f8294aa0c6c1c92332d2944f3,CAROM,Carillonium,9,1000000000000000000000000,
0x7f51e675e0225ce923a00b2054566d2fdb7854a1,NFTFACEBOOK,NFTFacebook,18,1000000000000000000000000000000000,
0x0cf011a946f23a03ceff92a4632d5f9288c6c70d,NCAT,Nyan Cat Token,9,1000000000000000000000000,
0x3ba5aee47bb7eae40eb3d06124a74eb89da8ffd2,Rocket,,18,1000000000000000000000000000,
0x380624a4a7e69db1ca07deecf764025fc224d056,SAFEBTC,SafeBTC,9,1000000000000000000000000,
0xe1d1f66215998786110ba0102ef558b22224c016,HOO,HooToken,8,10000000000000000,
0x3e42c1f7239231e3752b507764445dd8e6a570d5,Cake-LP,Pancake LPs,18,25584915040674629810,
0x4338665cbb7b2485a8855a139b75d5e34ab0db94,LTC,Litecoin Token,18,595000000000000000000000,
0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,XRP,XRP Token,18,207000000000000000000000000,
0x622a1297057ea233287ce77bdbf2ab4e63609f23,$SUPDOG,SUPERDOGE,9,930908345236967837,
0xa7a0b605343df36b748ff4b5f7578b3f2d0651ce,Cake-LP,Pancake LPs,18,212835640779332200722933,
0x2354ef4df11afacb85a5c7f98b624072eccddbb1,Cake-LP,Pancake LPs,18,33181963309516428573466859,
0x72eb1afddb5652e0f5c7b9a6cc1c3241348b16c6,PIZZA,SafePizza,9,100000000000000000000000000,
0x547cbe0f0c25085e7015aa6939b28402eb0ccdac,XBN,Elastic BNB,18,6500000000000000000000000,
0xd7b729ef857aa773f47d37088a1181bb3fbf0099,BOG,Bogged Finance,18,2388999999996271529778825,
0x579a6277a6c2c63a5b25006f63bce5dc8d9c25e7,BGO,Bingo Cash,18,908008905325841369655403,
0x904d7ac5d005d16dbdc69f713d029e3c1800f8ca,MDAO,Martian DAO,9,1000000000000000000000000,
0xc5a49b4cbe004b6fd55b30ba1de6ac360ff9765d,SWAMP,Swampy,18,397843176295475681488460,
0x2e291e1c9f85a86d0c58ae15621aac005a8b2ead,ZEP,Zeppelin.dao,9,1000000000000000000000000,
0x0321394309cad7e0e424650844c3ab3b659315d3,XBC,XBN Community Token,9,1000000000000000000000000,
0x44754455564474a89358b2c2265883df993b12f0,ZEE,ZeroSwapToken,18,17696264426749253411796101,
0xe361344013cc906c56bba111bde00c421852c73b,MBS,MoonBoys,9,1000000000000000000000000,
0x5e90253fbae4dab78aa351f4e6fed08a64ab5590,BONFIRE,Bonfire,9,1000000000000000000000000,
0xdbe4cc36d0c19858d8cc7c5030593e9922ac680d,DEFY,DefyCoin,8,1205934,
0x01765ac81ce50cd640cd0f4abe061b14884632d7,APE-LP,ApeSwapFinance LPs,18,707743148801757,
0x6b51231c43b1604815313801db5e9e614914d6e4,SAFEGALAXY,SafeGalaxy,9,1000000000000000000000000,
0x179701fd814f17838605c1990eda96c1ebec984e,mooNarwhalGOLD-BNB,Moo Narwhal GOLD-BNB,18,5580566190934368030,
0x8f4087cb09e0f378f4278a314c94a636665de24b,GOLD,NAR Ticket Token,18,186200281867155936132952,
0xbe2a26889ce30a1515055a192797083b1fde8844,STRIKE,STRIKE COIN,3,1000000000000,
0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,BELT,BELT Token,18,2539380831299999999999978,
0x85c128ee1feeb39a59490c720a9c563554b51d33,KEY,MoMo KEY,18,114451219104308409796825,
0x3c44eaf8b4eaef6e48bfc18ee92412be0b395746,VOID,Void Token,18,5123464000628013705203,
0xf3bc6fc080ffcc30d93df48bfa2aa14b869554bb,Cake-LP,Pancake LPs,18,372722281554700576103591,
0x9c881401000397781c402e24746abcecf69e0c20,ironVDOLLAR,ValueDeFi.io IRON/vDOLLAR,18,189216769320519811980145,
0x903903a2aa2a222360d8f3c4a7205b933da60e95,NLP,Narwhalswap LP Token,18,598627670962542325987,
0x6334d757fda9326fa1fae7f9762485b722403cee,vDOLLAR,ValueDeFi.io vDOLLAR,18,599657922854879708436521,
0x0fc013e24ae732fcec9eb6bf8cae12782a56be7e,LAMA,LlamaSwap Token,18,1418486653658536585358261,
0x83cb33e78bf03fc07a6370e45a2c406222f0d410,AVENGEC,AvengerCoinCrypto,9,1000000000000000000000000,
0x25f6524c2bfa5eebcc50beafd08525e0786082cf,MARIO,MARIOBROS,9,1000000000000000000000000,
0x34ea3f7162e6f6ed16bd171267ec180fd5c848da,DND,DIAMOND,18,4943117343178732360823,
0x875eb20d2b0c806abee3a39459fafeef183784f4,MTS,MoonToSun,9,75000000000000000,
0xa1fc197aebb48308bc7c6534b902470ac62a1e66,SMF,Safe Moon Fast,9,1000000000000000000000000,
0x95bafd7d57e5c1ab99a87797136a9dbc187c3a02,Cake-LP,Pancake LPs,18,2169229960992499082,
0x1b4d910c90f7c0f177a29139328594df5e0603f9,BBN,BigBunny,9,10000000000000000000,
0xfc698dae6c5b7e38f8eb8fc240f23c598d17e5e2,acsSXP,ACryptoS Swipe,18,8804338319085513543058317,
0xc1800c29cf91954357cd0bf3f0accaada3d0109c,Cake-LP,Pancake LPs,18,1048072330203782017809,
0xa2e62d43b5340e269cad0a06d4813957bc56ca31,GME,GameToken,18,363079745858031808555342,
0xe40255c5d7fa7ceec5120408c78c787cecb4cfdb,SWGb,SWGb,18,40115387754480839465954296,
0x9a946c3cb16c08334b69ae249690c236ebd5583e,xBLZD,xBLZDToken,18,1603893673232711869442511,
0x468b2dc8dc75990ee3e9dc0648965ad6294e7914,Cake-LP,Pancake LPs,18,29889931837936959842914,
0xd73c11b7323236265898d41c03bd46b1c3357e72,BLIP,BlipByte,9,1000000000000000000000,
0x3c00f8fcc8791fa78daa4a480095ec7d475781e2,SAFESTAR,SafeStar,9,1000000000000000000000000,
0x31d0a7ada4d4c131eb612db48861211f63e57610,START,BSCstarter,18,1000000000000000000000000,
0x7cc46141ab1057b1928de5ad5ee78bb37efc4868,TNDR,Thunder Token,18,961158953577499269111036,
0xde34160affdf8402294c8e7c86880cbc3cc1766e,Thunder-LP,ThunderSwap LPs,18,32421964699976022707344,
0x0242c5c11e3eaeb53298b45c7395dbadc8a120e7,SLP,SwapLiquidity LP Token,18,1828955843460405203704294,
0x0f954e4b6fc09bf87528924527306b209f2b329d,Cake-LP,Pancake LPs,18,3275437590248614866,
0x1fe38769ed41fe7f47270c78d2f0507b508d06f0,HyMETEOR,HyperMeteor,18,1000000000000000000000000000000000,
0x09d6afb74e3a40b24425ee215fa367be971b4af3,IRONBUSD,IRON/BUSD Value LP,18,403297346356138021982317,
0x9f4da89774570e27170873befd139a79cb1a3da2,MDEX LP,MDEX LP Token,18,42242628926317006998653849,
0x7af173f350d916358af3e218bdf2178494beb748,TRADE,UniTrade,18,8221146851366081506709937,
0x97f4e15606cf335b7a6daec2ba02449fb5da69c6,VANCATDOG,VANCATDOG,0,999880006599780004949920800923992080049499780000659998800001,
0xf0b6e29c429bbb8e1448340f0776be933805344e,UEDC,United Emirate Decentralized Coin,18,20000000000000000000000000,
0x7275278c94b5e20708380561c4af98f38ddc6374,Cake-LP,Pancake LPs,18,87075148091114698883743,
0x86ef5e73edb2fea111909fe35afcc564572acc06,BANANASPLIT,BananaSplitBar Token,18,16677398320618002724948393,
0xe5c5923843ba152758773af7ea73c21793899135,SAFEFAIRMOON,SafeFairMoon,9,5000000000000000000,
0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3,DAI,Dai Token,18,261999999999999008105332639,
0x331f4832e06bbe55ecf6c0edf835f288a202eace,HULK,HULK,18,66680000000000000000000000,
0x0e0e877894a101ad8711ae3a0194fa44ca837a79,MOONMOON,MoonMoon,9,1000000000000000000000000,
0x5a41f637c3f7553dba6ddc2d3ca92641096577ea,JulD,JulSwap,18,799383875350040218136052505,
0x050787de0cf5da03d9387b344334d51cae5dd0fd,PEKC,PEACOCKCOIN,9,100000000000000000000000000,
0xe8e8fbc6c0c95d6226f0b38be2b40380db9c91c1,BSCI,Bscience,18,171131100687219093108294,
0x299b00d031ba65ca3a22a8f7e8059dab0b072247,bfCake-LP,bFARM_Cake-LP,18,4289760562736806143,
0x135aedcfb35b0b5dcf61db7891a21253452eb970,Cake-LP,Pancake LPs,18,20884932722750802955951,
0x8e799cb0737525ceb8a6c6ad07f748535ff6377b,Cake-LP,Pancake LPs,18,111740173827889781849440,
0x0abd3e3502c15ec252f90f64341cba74a24fba06,SPACE,farm.space,18,18207403832514406797699214,
0x78d9a0c50f6484291b4122f61888bb9ee71879ff,Cake-LP,Pancake LPs,18,45737858247353970490801,
0xfad8e46123d7b4e77496491769c167ff894d2acb,FOX,FOX,9,1000000000000000000000000,
0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,Fuel,Fuel Token,18,116526469852943555571997,
0xd0f4afa85a667d27837e9c07c81169869c16dd16,bPRIVA,PRIVA,8,200000000000000,
0xc69f2139a6ce6912703ac10e5e74ee26af1b4a7e,Cake-LP,Pancake LPs,18,20126111158909364568294,
0x3701289c3fb42d7b9cb4ab43cdab34276b133a04,LITEBIT,Litebit Token,18,1000000000000000000000000000000,
0x1583db173ea63e2b6ca497443e5e334c56e3e915,MRCP,Mercureum Protocol,18,100000000000000000000000,
0xe4276043484881c19c78d0276dee1350eb36cdb5,MDEX LP,MDEX LP Token,18,8025770721941335868561,
0xb59490ab09a0f526cc7305822ac65f2ab12f9723,LIT,Litentry,18,5000000000000000000000000,
0xf21768ccbc73ea5b6fd3c687208a7c2def2d966e,REEF,Reef.finance,18,6998292984294794522000000000,
0xa08c4571b395f81fbd3755d44eaf9a25c9399a4a,RADS-LP,Uranium LPs,18,20184232354783299078855362638359432635498192873384678117601500638,
0x4cfbbdfbd5bf0814472ff35c72717bd095ada055,Suter,Suterusu,18,700000000000000000000000000,
0xafb2997fe9a99022e61c7e01b974e0e3d7704b02,MOMO,MomoToken,18,13359549923001009999999999,
0xd27d3f7f329d93d897612e413f207a4dbe8bf799,MOONSHOT,Moonshot,9,1000000000000000000000000,
0x014608e87af97a054c9a49f81e1473076d51d9a3,Cake-LP,Pancake LPs,18,231489617123156790490910,
0x30338acbac696b232aecc4759e0d391bb7dfd9b5,BSTC,BSTCOIN,18,10000000000000000000000000,
0xf38cd9fa7903871e7602b03acb7dd5b9c210a788,TBAKE,BakeryTools,18,25850500999999999935659991,
0x8ba4b26270c86574f5664683fd3c1a69cef355fc,PIP-BOY,Pip-Boy.fi,9,1000000000000000000000,
0x7aa0f568a5cc0b5395694cb5ad8c9423f8c41a80,SAFEMUSK,SafeMusk,9,1000000000000000000000000,
0x3e89234dcd58a0f571013244e0a98d85e4e394e0,SolarForce,SolarForce,9,100000000000000000,
0xb8b4383b49d451bbea63bc4421466e1086da6f18,Cake-LP,Pancake LPs,18,352718900800643357827067,
0x96058f8c3e16576d9bd68766f3836d9a33158f89,BONDLY,Bondly Token,18,43463825492115705048273925,
0xa57ac35ce91ee92caefaa8dc04140c8e232c2e50,PIT,Pitbull,9,100000000000000000000000000,
0x1a1c6f9f6b4e535130e9b1de46bbc76130b61feb,GOLDUCK,Golden Duck,9,100000000000000000000000,
0xc1e3bdf0e580de25d6a8c2a419da8c859589ed9d,sPDO,pDollar Share,18,65120350044393704961443,
0x062708e079b8b73aaf95303ee28384bb5540e7f8,Cake-LP,Pancake LPs,18,155665881222368826548541,
0x5bfe81fcb3708c8fc733bef60d313cafce1febeb,GUSD,Goose Dollar,18,1455151161296939507566893,
0x61eb789d75a95caa3ff50ed7e47b96c132fec082,Cake-LP,Pancake LPs,18,12436538725120263166924,
0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,BTCB,BTCB Token,18,80501000000000000000000,
